year,month,title,description,pubDate
2008,6,붕장어 잡고 이어달리기,1일 부산 기장군 칠암항 일대에서 열린 `기장 붕장어 축제'에서 관광객들이 기장의 특산물인 붕장어를 잡고 이어달리기 경기를 하고 있다. ccho@yna.co.kr/2008-06-01 15:29:56/,2008-06-01 00:00:00
2008,6,붕장어 잡고 이어달리기,1일 부산 기장군 칠암항 일대에서 열린 `기장 붕장어 축제'에서 관광객들이 기장의 특산물인 붕장어를 잡고 이어달리기 경기를 하고 있다. ccho@yna.co.kr/2008-06-01 15:29:32/,2008-06-01 00:00:00
2008,7,[민선4기 2년…희망을 말하다]청정성 가치 높이는...,친환경 브랜드 산천어축제 성공… 쪽배·토마토축제 명품화 전력 화천읍·간동면·남면·상서면·사내면 5개 권역별 관광벨트 구축 ‘파로호-평화의 댐-백암산’ 연계 세계 유일 평화관광 개발 추진 ■ 지역축제를 통한 지역경기 부양 화천 산천어축제는 지역의 특성과 절묘하게 결합된 창의적 축제로 친환경...,2008-07-01 00:00:00
2008,7,"스페인, 돌아온 영웅들 환영","스페인 국가대표팀은 마드리에 있는 바라하스 공항에 도착하여 즐거웠던 EURO 2008의 마지막 축제를 즐겼다. 지난 30일 독일과 경기에서 1-0으로 승리를 거두며 44년 만의 메이저대회 우승을 차지한 스페인과 주장 이케르 카시야스는 감독 루이스 아라고네스를 아낌없이 칭찬했다. ""아라고네스는 훌륭한...",2008-07-01 00:00:00
2008,7,[지방시대] 스포츠문화박람회 성공을 위하여/홍완식 세계사회체육대회...,이 대회는 올림픽처럼 정형화된 경기종목을 가지고 메달 경쟁을 벌이는 엘리트 스포츠 대회가 아니다. 각국의 전통 스포츠가 한자리에 모여 서로 다른 스포츠의 문화적 가치를 느끼고 전통적 스포츠문화가 인류유산임을 확인하는 축제의 장이다. 네번째로 열리는 이번 대회는 대회 사상 처음으로...,2008-07-01 00:00:00
2008,7,[충북]세계 태권도 문화축제 오늘부터 청주 일원서,"축제조직위원회는 1일 충청대학과 청주 지웰시티광장에서 입촌식과 전야제를 가진 뒤 2∼5일 청주실내체육관에서 체급별 겨루기와 맞서기, 품새 및 틀, 격파, 태권체조경기 등을 펼칠 예정이다. 특히 5일에는 이 대학 컨벤션센터에서 특별이벤트로 이종격투기와 태권도가 맞붙는 ‘스피릿 MC 스페셜 배틀’...",2008-07-01 00:00:00
2008,7,‘매출반전’ 기대… 쓰자니 눈치… 수원갈비집 美쇠고기 ‘딜레마’,한국청을 운영하는 수원양념갈비축제협의회 이근정 사무국장은 “광우병 파동 전인 2003년만 해도 1㎏당 8천∼9천원하던 호주산 갈비 가격이 올해 최고... “그러나 현재 상황은 경제적으로 어려운 시기인데다 쇠고기 자체에 대한 반감을 가지고 있어 매출이 20∼30% 정도 떨어졌다”고 말했다. 경기일보,2008-07-01 00:00:00
2008,7,"[하재훈 유로 2008 리포트] 한국 축구, 모방 아닌 자기색깔 찾아야","이번 대회 마지막 관전을 한 필자는 스페인의 챔피언 등극을 만끽하는 모습과 풀죽은 독일선수들의 모습 속에 화려한 불꽃 축제를 뒤로하고 운동장을 나왔다. 경기를 보기위해 찾아다닌 스위스, 오스트리아의 여러 도시가 주마등처럼 지나가는 가운데 이번 유로 2008을 되짚어본다. 메이저 대회 중에서 가장...",2008-07-01 00:00:00
2008,7,"의정부시 중앙로, '시민광장'으로 바뀐다","【의정부=뉴시스】 경기 의정부시는 중심지인 중앙로를 명품거리로 조성키 위해 내년 2월까지 기본 및 실시설계용역을 마치고 내년 하반기 중으로 완공할... 시 관계자는 ""지난 5월부터 매주 토요일 중앙로를 차없는 거리로 조성하고 각종 문화행사 및 월별 테마에 맞는 축제를 실시하고 있다""며 ""체험행사, 음악...",2008-07-01 00:00:00
2008,7,[SC 매거진] 유로2008 '베스트 오브 베스트'...최고의 경기,"축제는 끝나고… 그들은 역사가 됐다 스위스와 오스트리아를 넘나든 알프스 축구 축제가 막을 내렸다. 하지만 추억은 여전히 덩실덩실 춤을 추고... 경기가 열린 스위스(취리히, 바젤, 베른, 제네바)와 오스트리아(비엔나, 잘츠부르크, 클라겐푸르크, 인스브루크)의 8개 도시는 각본없는 드라마로 행복한...",2008-07-01 00:00:00
2008,7,[리니지-2 배틀리그] 게이머올림픽 ‘리니지2 배틀’ ON,"온오프라인 축제로 게이머들 사이에서의 영향력은 절대적이다. 올해의 대회는 ‘TG삼보배 2008 리니지2 배틀리그’란 이름으로 지난 6월18일 대회 참가자 모집으로 시작됐으며, 오는 7월5일 참가자 OT와 26일 예선 대진표 추첨을 거쳐 경기에 들어가며 10월26일 대단원의 막을 내린다. 대회의 형식은 지난 3년간...",2008-07-01 00:00:00
2008,7,"동두천 락페스티발, ´ANTHRAX´내한공연","krock21.net)로 접수하면 된다. 올해 열 번째를 맞이하는 ´동두천 락 페스티발´은 국내 락 계에 기적의 역사를 창조했고, 대중음악 발전에 큰 부분을 차지하는 등 우리나라를 대표하는 락 축제로 평가 받아 2008년 경기도 10대축제에 선정된 바 있다.",2008-07-01 00:00:00
2008,8,[화천·인제]화천서 쪽배타고 / 인제서 래프팅을,"31일 인제군에 따르면 내린천 여름축제는 시가지 중심의 축제로 상경기 활성화를 위해 낮에는 합강 일원에서, 밤에는 농특산물판매장에서 다양한 축제 프로그램을 분리운영해 관광객들의 체류와 참여를 적극 유도하고 있다. 축제기간 내린천 래프팅·청정인제 워킹·산악마라톤·산악자전거·패러글라이딩...",2008-08-01 00:00:00
2008,8,“세계 최고선수에게 한수 배웠어요”,오는 9월 말 열릴 예정인 전국 배드민턴 동호인들의 축제인 강원일보사 주최 ‘제3회 치악배 배드민턴대회 성공개최를 위한 전 국가대표 김동문(33) 선수... 직접 경기를 하며 보여주는 동작들은 신기에 가까워 동호인들의 뜨거운 갈채를 받았다. 김동문 선수는 이어 원주지역 배드민턴 동호인들을 위한...,2008-08-01 00:00:00
2008,8,[정선]정선 아우라지 뗏목축제 개막,"정선아리랑의 본류 고장인 북면 아우라지 일원에서 열리는 이번 행사는 이날 개막식을 시작으로 아우라지에 얽힌 애틋한 사랑이야기와 웰빙문화가 접목된 관광객 체험축제로 이뤄진다. 31일에는 면민들을 위한 다양한 체육경기가 열린데 이어 1일부터는 본격적인 행사에 돌입, 정선아리랑예술단 공연과 청소년...",2008-08-01 00:00:00
2008,8,K리그-J리그 ‘자존심 대결’,"2일 일본 도쿄국립경기장에서 펼쳐지는 한·일 프로축구 올스타전은 양국 리그를 대표하는 선수들이 나와 벌이는 친선경기이자 축제의 성격이다. 하지만 골키퍼이자 주장인 이운재(35·수원), 정조국(24·FC서울), 김진용(26·경남), 최성국(25·성남) 등 선수들은 K-리그의 자존심을 걸고 반드시 승리하겠다는 결전...",2008-08-01 00:00:00
2008,8,기업들 “본전이나 건지려나..” 올림픽 흥행실패 걱정,"■베이징 올림픽 경제적 효과 의문 중국 베이징은 올림픽 축제 분위기라는 말이 무색할 정도다. 테러를 의식, 보안을 강화해 곳곳에서 검문검색이 진행... 축구 국가대표 공식 후원사인 KTF는 베이징 올림픽 축구 경기를 위한 특별한 올림픽 축구 응원전을 준비하는 한편 휴대폰과 디지털카메라를 패키지로...",2008-08-01 00:00:00
2008,8,[부산/경남]부산국제매직페스티벌 8일 해운대서 개막,"매일 다른 주제로 선보이는 매직 갈라쇼(9∼11일 오후 7∼9시)는 축제의 하이라이트. 매직경기대회(본선 9∼11일 오후 3∼5시, 결선 12일 오후 4시)는 사전 영상물 심사와 현장 심사를 통해 선발된 스테이지·클로즈업 머지션들의 마술경연대회로 입상자에게는 해외 마술대회 출전권, 상패, 상장을 준다. 매직...",2008-08-01 00:00:00
2008,8,서태지와 ‘아이들’ 광복절 격돌,"보아는 8월 15일 서울 잠실 주경기장에서 열리는 레이블 콘서트 ‘에스엠타운 라이브 08’에 출연한다. 이 공연은 SM 엔터테인먼트에 소속된 동방신기, 천상지희 더 그레이스, 슈퍼주니어, 장리인, 소녀시대, 샤이니 등 인기 아이들 스타들이 함께 모여 벌이는 음악 축제다. 보아가 국내 무대에서 노래를...",2008-08-01 00:00:00
2008,8,"LCD TV ""올림픽 특수 어디갔나""","경기침체ㆍ중국 지진 여파 '기대밖 실적' 판매확대보다 브랜드 알리기로 전략선회 삼성전자와 LG전자가 베이징 올림픽에 맞춰 TV신제품을 내놓는 등... 삼성전자 관계자는 ""일부 베이징 시민들은 올림픽을 축제로 여기는 게 아니라 일상생활을 규제하는 정부만의 잔치로 생각해 시큰둥한 분위기도 있다""며...",2008-08-01 00:00:00
2008,8,‘서편제’ ‘천년학’…영화계도 살찌우다,"고희가 지난 나이에도 여전히 현장에서 메가폰을 잡고 있는 거장 임권택(71)의 대표작 ‘서편제’를 비롯해 ‘축제’, 그의 100번째 작품 ‘천년학’은... 1990년대 초반 술자리에서 지인의 소개로 만난 두 사람은 최근까지 경기도 용인의 한 아파트 단지에 살 정도로 막역했다. 2006년 3월 11일 기자는 이청준...",2008-08-01 00:00:00
2008,8,"""부산바다 축제 물결로 넘실댄다""","하지만, 올해 바다축제는 이틀 늘어난데다 예산도 지난해보다 1억 원 증가한 7억 원으로 경기 불황과 고유가 시대에 맞지 않는 낭비라는 지적도 나오고 있다. <부산바다축제 일정>개막행사 8.1 오후 8시 해운대해수욕장/ 하나푸른음악회 8.2 오후 8시 해운대해수욕장/ 부산국제힙합페스티벌 8.4~5 오후 7시...",2008-08-01 00:00:00
2008,9,[춘천]닭갈비·막국수 만나 즐거운 춘천,"축제조직위원회 관계자는 “지난해 닭갈비 축제는 25만여명, 막국수 축제는 35만여명의 방문객을 기록했는데 올해 처음으로 양 축제를 통합했더니 윈윈 효과가 나타나는 것 같다”며 “축제 방문객이 크게 증가해 지역경기 부양에도 많은 도움이 될 것으로 보고 있다”고 했다. 한편 지난 30일 막을 내린...",2008-09-01 00:00:00
2008,9,[CEO칼럼] 왕인 선생의 후예들/ 홍준기 웅진코웨이 사장,"4년 동안 기다려온 각국의 선수들은 경기장에서 환희와 좌절 속에서 연일 감동의 드라마를 만들어 냈다. 드라마는 개막식부터 시작됐다. 중국은 세계 최대의 축제인 올림픽에서 자국이 추구하는 중화사상(中華思想)을 유감 없이 토해냈고, 세계 속에서 분연히 일어나겠다는 대국 굴기의 역동성을 보란 듯이...",2008-09-01 00:00:00
2008,9,"세계스포츠宣, 올림픽 선교 성공리 끝내","세계스포츠선교회(대표회장 박종순 목사)가 세계인의 화합의 축제였던 베이징올림픽 기간에 한국 선수와 현지 교민, 유학생, 관광객들을 대상으로... 및 경기장 응원, 종교관 예배 사역 등을 하고 돌아왔다. 특히 선교회는 이번 사역을 위해 조양구에 위치한 공인 한인교회인 조양창대교회가 단기방문단을...",2008-09-01 00:00:00
2008,9,"북구청, 주민자치센터 프로그램 발표회","특히 발표회에는 지난해 우승팀 산격2동 스포츠댄스팀이 10월 경기도 시흥에서 열리는 '2008년 전국 주민자치박람회'에 대구 대표로 출전하기에 앞서... 북구청 관계자는 ""올해 세번째로 개최하는 프로그램 발표회 및 작품전시회는 자치센터 프로그램 이용자들이 함께 어우러지는 한마당 축제로 주민자치센터...",2008-09-01 00:00:00
2008,9,"카드사 ""풍요로운 추석 보내세요""","귀성길 먹거리에 추석비지원까지 <moon@seoulfn.com> 민족 대명절, 한가위를 앞두고 경기 악화와 고물가로 주머니가 얇아진 서민들의 고민이 날로 깊어지고... 추(秋) 한가위 축제’를 통해 귀성이 시작되는 오는 12일 경부고속도로 하행선 만남의 광장, 서해안고속도로 하행선 행담도 휴게소 등 7개 주요 휴게소...",2008-09-01 00:00:00
2008,9,주민이 가꾼 친환경 화성 마을,"경기도 화성시 비봉면 삼하리] ""전에는 막 헝크러져 있어서 보기도 싫고 어디에 버리는지 분간을 못하겠는데 지금은 저렇게 해놓으니까 우리가 버리기가 금방 그냥 여기다 버리고 저기다 버리고 아주 좋아요."" 비봉면 뒷산 등산로에 걸린 안전 로프와 시 한자락도 주민들의 작품입니다. 다가오는 가을 축제에...",2008-09-01 00:00:00
2008,9,[수도권 이모저모] 외국인 토지 최다 外,"경기지역 외국인 토지보유는 외자유치와 황해 경제자유구역 개발사업 등에 따라 계속 늘어날 것으로 보입니다. 오는 4일부터 6일까지 '2008 동대문 패션축제'가 서울 동대문상가에서 개최됩니다. 중국과 일본 등 해외 바이어를 대상으로 하는 수출상담회와 함께, 고객들이 직접 참여하는 '베스트 드레서...",2008-09-01 00:00:00
2008,9,"충주, 무예고수 총집합","◀ＩＮＴ▶변성식 경기대표 / 특공무술 ""'형'이라는 데서 가상의 인물을 세워놓고 하기 때문에 그 부분에서 1등을 한 것 같습니다. "" 전국무예대전은 올해가 두 번째. 지난해 충주세계무술축제와 함께 개최됐다, '보여주기'에 그치는 축제 이미지와 차별화하기 위해 독립 개최됐습니다. 내년부터는 충주를 벗어나...",2008-09-01 00:00:00
2008,9,[영화속 장애인] 장애인이 등장하는 스포츠 영화,사무실 점심시간이나 가족모임에서 어쩔 수 없이 월드컵 경기를 함께 보다 보면 그 아슬아슬함과 통쾌함이 몇 편의 영화보다도 짜릿한 감동을 준다는... 이런 식의 사고방식 속에서 결국 스포츠는 강한 자들만의 축제로 전락해버리고 장애를 가진 사람 뿐 아니라 사회적 약자가 끼어들 틈은 없어져버리는 것이다....,2008-09-01 00:00:00
2008,9,e땡큐 패키지로 재즈축제도 즐기고 숙박도 해결-경기관광공사 판매,e땡큐 사이트에서 예매한 자라섬 국제재즈페스티벌 입장권은 축제 당일 현장에서 본인 확인 후 입장 팔찌와 교환할 수 있다. e땡큐(www.ethankyou.co.kr)는 경기관광공사의 온라인 원스톱 관광 사이트로 도내 31개 시.군의 여행정보를 제공하고 예약과 결제가 한 번에 가능하다. 또 경기관광공사의...,2008-09-01 00:00:00
2008,10,[사고]제4회 양양송이배 배드민턴대회,"특히 이번 대회는 양양군과 자매도시인 경기 군포시 연합회원들을 초청해 친목을 도모합니다. 배드민턴동호인들의 한마당 화합의 잔치인 이번... 최:강원일보사 ■주 관:국민생활체육강원도배드민턴연합회 국민생활체육양양군배드민턴연합회 ■후 원:양양군, 양양송이축제위원회 K-RUN스포츠무역",2008-10-01 00:00:00
2008,10,10월 경기도는 축제마당,"[서울신문] 가을 시작을 알리는 10월을 맞아 경기지역 곳곳에서 다양한 축제 마당이 펼쳐진다. 의왕시에서는 3∼5일 시민들이 직접 참여하며 즐기는 백운예술제가 열린다. 팬플루트·오카리나 연주·재즈밴드 공연 등 열린무대와 무용·노래·개인기 등 시민장기자랑대회, 그림 그리기 대회, 시민백일장 등이...",2008-10-01 00:00:00
2008,10,쓰레기장에 ‘문화의 꽃’이 피었습니다,"[동아일보] ■ 인천 백석동 쓰레기 매립지의 ‘변신’ 체육공원-야생화단지 등 친환경 공간으로 12일까지 국화축제… 음악회-댄스공연도 ‘쓰레기장에서 꽃 키우고, 운동도 하고, 축제까지.’ 인천 서구 백석동에 위치한 수도권 쓰레기 매립지는 1992년부터 서울과 인천, 경기의 생활쓰레기 등 각종 폐기물을...",2008-10-01 00:00:00
2008,10,[가정 단신]‘여성부’ 外,02-2075-4676 □ ‘2008 경기 북부 여성 일자리박람회’가 10월 1일 오후 1시 의정부시 경기북부여성비전센터에서 열린다. 박람회에는 30개 업체가... 031-8008-8100 □ 평택대 다문화가족센터는 다문화가족과 함께하는 ‘한국전통놀이 축제 한마당’을 10월 7일 오후 3시에 개최한다. 평택대 예술관 강당에서...,2008-10-01 00:00:00
2008,10,"[수도권]“서민 애환 공감, 동서고금 따로 없죠”","동안 경기 양주시 별산대놀이마당에서 열리는 ‘2008 양주 세계민속극축제’의 총연출을 맡았다. 그는 “별산대놀이와 소놀이굿, 상여와 회다지소리 등 백성들의 생활을 보여주는 민속극이 잘 보존되어 있는 곳이 바로 양주”라며 “내가 살고 있는 지역이라 더욱 열의가 생긴다”고 말했다. 손 대표는...",2008-10-01 00:00:00
2008,10,"천문연, 대한민국 별★축제 개최","4일 올림픽공원서 한국천문연구원(원장 박석재)은 오는 4일 서울 올림픽공원 한얼광장에서 `2008 대한민국 별★축제'를 개최한다고 30일 밝혔다. 이번... 이와 함께 전국학생천체관측대회 서울ㆍ경기ㆍ인천 지역예선과 천체관측 시연, 천문학자와의 만남 코너, 천문우주학 관련 청소년 진로상담 등도 열린다....",2008-10-01 00:00:00
2008,10,"서울 강남구, 3일 국제평화마라톤축제 개최","【서울=뉴시스】 서울 강남구는 3일 잠실 올림픽주경기장에서 '국제평화마라톤축제'를 개최한다고 1일 밝혔다. 전쟁과 기아에 고통 받는 세계 각국의 어린이를 돕고 국제평화를 기원하는 이번 마라톤축제는 풀코스, 하프코스, 10㎞단축코스, 5㎞건강달리기 및 3㎞걷기 코스로 진행되며 오전 9시 풀코스부터...",2008-10-01 00:00:00
2008,10,"부산국제영화제, 쉽고 빠르고 다양해졌다[2008 PIFF③]",[ 올해로 13회째를 맞이한 부산국제영화제(PIFF)가 화려한 개막과 함께 9일간의 축제에 돌입한다. 영화배우 김정은과 정진영의 사회로 2일 오후 7시 부산 수영만 요트경기장 야외상영관에서 개막을 알리는 이번 부산국제영화제는 역대 영화제보다 쉽고 빠르고 다양해졌다. 다양한 초청작들을 대상으로...,2008-10-01 00:00:00
2008,10,"김혜수·한은정·신민아, PIFF 최고의 미녀는 누구?[2008 PIFF④]",[ 올해로 13회째를 맞이한 부산국제영화제(PIFF)가 화려한 개막과 함께 9일간의 축제에 돌입한다. 영화배우 김정은과 정진영의 사회로 2일 오후 7시 부산 수영만 요트경기장 야외상영관에서 개막을 알리는 이번 부산국제영화제는 역대 최다인 60개국 315편의 초청작을 부산 해운대와 남포동 일대 37개 상영관에서...,2008-10-01 00:00:00
2008,10,"롯데, 코르테스 부진에 부상까지...마무리 비상",롯데로서는 8년만에 나서는 포스트시즌에서 더욱 긴장할 수 밖에 없어진다. 큰 경기일 수록 접전이 펼쳐지는데 마무리가 불안하다면 아무래도 야수들에게 큰 부담으로 작용하기 때문이다. 롯데의 고질이었던 마무리투수가 롯데의 가을 축제에 걱정거리로 다시 등장했다. < 권인하 기자 scblog.chosun.com/indyk>,2008-10-01 00:00:00
2008,11,"<독자권익위원회>""농촌지역 수험생 원정수능 보도 시의적절""",상대적으로 관심이 저조한 조정 등의 종목은 경기방법 및 선수 소개 등 자세한 보도를 통해 관심을 유도했다. 또 주말에 나들이를 계획하는 독자들이 흥미롭게 볼 수 있는 다양한 축제 및 공연 정보 등이 많이 나왔다. 요즘 자전거를 이용하는 이들이 많은데 시기적절하게 잘 다뤄줬다. 다음달에는 강릉 등 도내...,2008-11-01 00:00:00
2008,11,[서민지의 풋볼다이어리] 풀럼에서 매탄고를 떠올리다,할로윈 데이 분위기로 들뜬 경기장 오는 할로윈 데이를 맞아 풀럼은 축제 분위기를 한껏 연출하며 팬들을 맞았다. 풀럼은 할로윈 데이를 기념하는 의미에서 홈페이지를 통해 풀럼 회원들한테 기존의 30파운드(한화로 약 7만원원)가 넘는 티켓 가격을 약 10파운드(한화로 2만 2천원)라는 파격적인 할인가로...,2008-11-01 00:00:00
2008,11,"코엑스 끌고, 킨텍스 밀고 “컨벤션산업 황금알 낳자”",경기 고양시 일산신도시에 있는 킨텍스는 실내 전시면적 5만3541m²로 국내 최대 규모의 컨벤션센터다. ‘서울모터쇼’와 국내 최대 게임축제인 ‘G스타’가 모두 킨텍스를 무대로 열렸다. 2011년 현재 전시장과 비슷한 크기의 제2전시장이 완공되면 킨텍스는 대형 국제 전시회를 유치할 수 있는 조건인 10만...,2008-11-01 00:00:00
2008,11,오늘의 일정(11월1일.토요일),관련 경기미 브랜드 선포식(과천) 15:30 화정천 생태하천 조성 기공식(안산) 충 북 지사 10:30 산림문화축제(증평 보강천) 전 북 지사 09:00 2008 청원한마당 화합행사(화산체육관) 18:00 제14회 정읍시민의날 기념식(내장산) 전 남 지사 10:00 장성 백양단풍축제(백양사 특설무대) 제 주 지사 10:00 4...,2008-11-01 00:00:00
2008,11,"해외펀드 '울고', 국내펀드 '웃고'","글로벌 경기침체 우려가 가중되며 투자심리가 위축됐다. 또한 정부의 증시부양책 효과가 사라지고 기업실적 우려가 커지면서 하락세가 계속됐다. 이후 최근 낙폭과대에 따른 반발성 매수세로 상승세를 보이기도 했지만 글로벌 증시가 상승세를 보였던 30일, 힌두교 축제인 ‘디왈리’를 맞아...",2008-11-01 00:00:00
2008,11,2008 고양 아시아클럽역도선수권대회 ‘팡파르’,"강현석 고양시장은 환영사를 통해 “고양시에 오신 아시아 각국 선수단과 임원들을 진심으로 환영한다”고 전하고 “이번대회가 아시아인들의 진정한 스포츠 축제가 되길 바라며, 내년 세계선수권대회도 더욱 멋진 대회가 될 수 있도록 최선의 준비를 다 하겠다”고 말했다. 대회 경기는 11월 1일부터...",2008-11-01 00:00:00
2008,11,[창간4년] '조이뉴스24'와 함께 한 스포츠 스타들,"최고 축제 2008 베이징올림픽을 통해서도 '조이뉴스24'는 많은 스포츠 스타들과 만남을 가졌다. 그 가운데서도 천둥번개가 몰아치고, 중국 홈팬들의 광적인 응원에도 아랑곳 없이 냉정함을 잃지 않고 사대를 지킨 한국 여자양궁 선수들의 경기 모습은 전국민에게 잔잔하면서고 가슴 뭉클한 감동을 안겼다. 물론...",2008-11-01 00:00:00
2008,11,[창간4년]국제스포츠 현장에는 '조이뉴스24'가 있었다,'조이뉴스24'가 지난 2004년 11월 첫 발을 내디딘 이래 처음 맞는 지구촌 최대 스포츠 축제 올림픽에서 발빠른 취재를 통해 중국 현지에서 전해지는 각종... 또한 2010 남아공 월드컵 본선 진출을 다시 노리고 있는 한국 축구 국가대표팀의 해외 원정경기에는 언제나 '조이뉴스24'가 함께 움직이며 좋은 경기를 펼칠...,2008-11-01 00:00:00
2008,11,"[주간해외펀드] 인도 러시아 급락, 원자재 반등","글로벌 경기침체 우려가 가중되며 투자심리가 위축됐다. 또한 정부의 증시부양책 효과가 사라지고 기업실적 우려가 커지면서 하락세가 계속됐다. 이후 최근 낙폭과대에 따른 반발성 매수세로 상승세를 보이기도 했지만 글로벌 증시가 상승세를 보였던 30일, 힌두교 축제인 ‘디왈리’를 맞아...",2008-11-01 00:00:00
2008,11,中 이색 ‘농민올림픽’,전국 7억5000만 농민들의 축제인 ‘전국 농민올림픽’이 지난 1988년 처음 개최된 이래 매 4년마다 열려 올해로 6회를 맞았다고 중국 관영 신화통신 등이 31일 보도했다. 푸젠성 관저우시에서 열린 이번 대회는 총 3500명의 농민들이 약180개 경기에 참가한다. 중국 전국농민올림픽은 일반적인 스포츠경기와는...,2008-11-01 00:00:00
2008,12,"[고성]고성군 스포츠마케팅 효과 103억4,000만원","강원민속예술축제, 제2회 고성미시령 힐-클라임대회 등 15개 대회 유치로 1만3,700여명이 고성을 방문했다. 특히, 고성군 개청 이래 처음 열린 제43회 강원도민체육대회에만 1만3,000명의 선수단이 참가해 지역 경제 활성화에 효자 노릇을 했다. 고성군은 천연·인조잔디 축구경기장 5개소 6면을...",2008-12-01 00:00:00
2008,12,[특집]춘천비전 2025 수립 중간보고회,"기업도시 건설 계획은 경기 침체로 답보 상태지만 내년에 새로운 파트너를 선정해 돌파구를 마련한다는 복안이다. 춘천 농축산물의 명품 브랜드화를 통한 경쟁력 강화도 적극 추진된다. ■문화·예술 춘천 문화·예술의 발전은 마임축제, 인형극제, 국제연극제가 축이다. 스무 살을 맞은 춘천마임축제는 첫...",2008-12-01 00:00:00
2008,12,<전국 주요신문 톱뉴스>(12월1일자 조간),"체감경기 '꽁꽁 얼었다' ▲대구신문(대구) = 대구상징 '얼굴 브랜드'가 없다…멈춰선 컬러풀 도시, 대구 ▲영남일보(대구) = 李-朴 포용리더십을 ""한나라내... 명량대첩축제와 갈등 빚나 ▲전남일보(광주) = ""인천공항 일부 日ㆍ동남아 노선 무안공항에 옮겨주오"" ▲대전일보(대전) = 되찾은 푸른바다…자연의...",2008-12-01 00:00:00
2008,12,"미국인 43%, ""연말연시 치장하고 싶지도 않다""",【워싱턴=뉴시스】 경기가 좋지 않은 가운데 맞아하는 크리스마스 등 연말연시 축제 분위기에 대해 많은 이들이 거부감을 갖고 있는 것으로 나타났다. 미 펜실베이니아주 뮤렌버그 대학 연구진들이 조사한 바에 따르면 43%의 응답자가 올해에 화려하게 크리스마스를 치장하는데 대해 지난해보다 참기 어렵다고...,2008-12-01 00:00:00
2008,12,"K-리그 대상, 진정한 축제로… 수상자 현장 발표","후보선정위원회는 한국프로축구연맹 경기, 심판, 상벌위원장과 경기감독관, K-리그 기자단 대표(간사) 등으로 구성됐으며, 기자단 투표는 삼성 하우젠 K-리그 2008 챔피언 결정 2차전 다음날인 12월 8일 실시된다. 투표 결과는 비밀에 부쳐진 채 시상식이 열리는 9일 현장에서 집계 후 영광의 수상자가...",2008-12-01 00:00:00
2008,12,패배한 경기를 '축제'로 만든 명장의 '아름다운 퇴장',"김 감독은 이날의 경기를 '축제'라고 정의했다. ""관중들이 많이 오는데 신나는 일이다. 많은 사람들 앞에서 경기를 한다는 것이 얼마나 감사한 일인가. 이런 데서 좋은 경기를 해야만 한다. 우리는 축제 속에 있다. 울산 서포터즈를 제외하고도 울산팬 500여 명이나 왔다. 신난다""며 웃었다. 어어 김정남 감독은...",2008-12-01 00:00:00
2008,12,곡성군-거창군 한마음 생활체육대회 열려,"및 보조경기장에서 축구, 테니스, 족구, 궁도, 배드민턴, 게이트볼, 볼링 등 7개 종목의 경기를 펼쳤다. 양 지역 선수들은 경기의 승패보다는 화합과 친목도모, 교류의 참뜻을 새기는 축제의 장으로 승화시키는 의미 있는 자리를 마련했고 경기를 통해 가족으로서의 끈끈한 정을 느낄 수 있는 좋은 자리를 가졌다.",2008-12-01 00:00:00
2008,12,양주시-중앙대 전통문화 발굴 업무협정,"경기도 양주시와 중앙대학교는 1일 시청 상황실에서 관.학 협정을 맺고 양주지역 문화산업 발전을 위해 서로 협력하기로 했다. 양측은 이날 협정식에서 전통문화 유산의 발굴과 개발을 통한 관광 자원화, 문화의 산업화, 축제 및 문화행사 때 인력지원과 정보교류, 양주 출신 학생의 교육 편의와 주민의...",2008-12-01 00:00:00
2008,12,무역인의 축제 '제45회 무역의 날' 기념식 개최,"무역협회 이희범 회장은 미리 배포한 무역의날 기념식 개회사에서 ""올해 우리 수출은 국내외 여건의 급속한 악화에도 불구하고 두 자릿수 성장을 나타내, 사상 최초로 수출 4000억 달러 시대를 열었고 급격한 국내경기의 하락과 고용악화를 막는 안전판 역할을 톡톡히 수행했다""고 말했다. 또 ""앞으로...",2008-12-01 00:00:00
2008,12,"칼바람 속에서 열린 K3리그 결승전, 과제 던진 세가지 장면","추위 속에서도 K3리그가 지역민들의 축제의 장이 될 만함을 양 팀의 경기는 알려줬다. 양주시 조기 축구회에서 뛰고 있다는 정만준(47) 씨는 ""예전같으면 프로축구를 보기 위해 서울까지 나가야 했는데 작지만 리그 형식의 축구를 볼 수 있어 좋다. 양주시를 대표하는 구단이 있는 것도 반갑다""며 웃었다. 승부...",2008-12-01 00:00:00
2009,1,"""2년간 품었던 꿈""… 스페인 안달루시아 주의 '피스컵 드림'",-내년 7월이면 안달루시아가 피스컵이란 축구 축제로 열광의 도가니에 빠질 것 같습니다. 현재 대회 운영 준비 상황은 잘 진행되고 있는지요. ▲(마누엘... 그러면서도 ‘페어플레이’를 사랑하며 재미있고 경쾌한 경기를 좋아합니다. 스페인 경기장에서 상대편 팀의 실력이 특출할 때나 골장면이 멋질 때...,2009-01-01 00:00:00
