year,month,title,description,pubDate
2003,2,서울시내 면세점 최고 70% 세일 .. 출국예정자 2천달러까지 구매 가능,"롯데면세점은 본점과 월드점,인천공항점에서 의류(던힐 베르사체 버버리)와 타이스카프(에뜨로 제냐)를 20~70% 할인판매한다. 화장품.향수(클라란스 엘리자베스아덴 등)와 가방.구두(테스토니 발리 등)는 30%까지 할인된다. 월드점은 다음달 31일까지 ""1백% 경품 축제""를 열어 3백달러 이상...",2003-02-10 00:00:00
2003,2,'안티조선'을 하는 아름다운 사람들,'서울조선일보바로보기시민모임'의 아이디 '아파치'는 인천에서 외국인 노동자의 권익을 위한 활동을 하고 있었다.... 정기간행물법 개정운동을 통하여 언론개혁운동을 펼쳐나가야 할 것이다. 그리하여 2004년의 안티조선인 전국대회는 조선일보로부터의 해방을 축하하는 해방축제가 되어야 할 것이다.,2003-02-12 00:00:00
2003,2,악기박람회 인천서 10월 개최,"<> 인천에서 국내 첫 ""악기박람회""가 개최될 전망이다. 인천시는 영창,삼익악기 등 지역의 악기 제조업체와 공동으로 오는 10월중 박람회를 개최하기로 하고 무역관련 기관들과 추진계획을 논의중이다. 인천시는 지역 특화산업인 악기를 육성하기 위해 축제 성격의 박람회로 치를 예정이다. (032)440-2871",2003-02-12 00:00:00
2003,2,<전국조황속보>경기 강원권 등,"얼음축제가 열렸 던 화천천의 송어 산천어낚시는 시간이 지날수록 조과를 기대하 기 힘든 상태. 파로호 월명리 033-482-3385 화천 형제낚시 033-4 41... 인천 영종도 용유 간척지는 공항관리공단에서 출입을 �陸┎歐�시작. 남양호, 중층 밤낚시에서 20~25㎝급 4~5수. 수원 신수원낚시 031-237-7722....",2003-02-13 00:00:00
2003,2,[위클리스케줄] 2월17~23일 (월~일),"상의회관) ■건설부동산 ▲인천 1차 동시분양 인천1순위 접수 ▲동두천시 생연지구 부영(임대) 1순위 접수 ▲송파구 석촌동 신동아 로잔뷰... 대축제(신세계 백화점 전점) ■국제 ▲미국, 무역수지 발표(12월) ▲독일, 공장·건설 주문량 발표(12월) 21일 (금) ■정책 ▲공정거래위원회, ㈜백세주 부당...",2003-02-16 00:00:00
2003,2,″사행사업 돈된다″ 지자체 유치경쟁,"인천시는 경서동 서북부매립지 542만평중 32만평에 경마장 건설을 추진하고 있다. 시는 서북부매립지를 주거(105만평),업무·상업(9만평),국제업무(13만평)... 소싸움 축제를 세계적 축제로 개발한다는 목표아래 소싸움 전용경기장을 건설중이다. 강원도 태백시는 광산의 대체산업으로 경견장과 오토레이스장...",2003-02-16 00:00:00
2003,3,5일부터 부활절 십자가대행진… 광양·마산·속초서 출발,"전야제가 열리는 광양시는 특히 올해 복음이 들어온지 100주년이 되는 해를 기념하고 대구시는 하계 유니버시아드 대회의 성공적 개최를 위해,울산과 인천은 성시화를 위해 각각 축제 프로그램을 진행한다. 임진각 광장에서는 십자가 대행진을 마무리하는 피날레 행사를 열고 이후 남산공원에서 마지막 일주...",2003-03-02 00:00:00
2003,3,봄꽃향기 `솔~솔` 날 보러와요 `손짓`..여행사들 다양한 상품 내놔,"지방은 부산ㆍ인천ㆍ대전에서 출발한다. 화개 온천~광양 매화마을~남원 관광지를 둘러보는 `섬진강 매화꽃 축제 열차여행'(7만9000원, 월~토 매일 출발), `외도, 보성차밭 열차여행'(1박3일, 16만9000원, 월ㆍ수ㆍ금 출발), `여수 동백과 섬진강 매화 열차여행'(1박2일, 16만 1000원, 토요일 출발) 등의...",2003-03-04 00:00:00
2003,3,젊은 거장들의 봄맞이 축제,"이번에 KBS교향악단, 코리안심포니, 대전, 전주, 부산, 광주, 수원, 인천, 부천시립교향악단 등 10개 단체가 대거 모인다. 올해 축제는 '세계를 질주하는 예비 거장들'이라는 부제 아래 첼리스 트 송영훈ㆍ이유홍, 바이올리니스트 이경선ㆍ백주영, 피아니스트 박 종훈ㆍ손열음ㆍ박종화 등 재능이 반짝이는 젊은...",2003-03-05 00:00:00
2003,3,［여행단신］한국관광공사‘컨벤션 캘린더’발간,공사는 또 4월말까지 면세점(인천공항점·부산항점)에서 의류·가죽제품·스카프 등의 명품 브랜드 재고품들을 20~70% 할인 판매한다. (032)743-2013... 음식축제(Canada Food Promotion)를 연다. 캐나다 분위기로 꾸민 ‘일 까발리에’(Il Cavaliere)와 ‘아트리움 카페’(Atrium Cafe)에서 캐나다산 랍스터와...,2003-03-05 00:00:00
2003,3,[인천/경기]부평풍물축제 5월말로 앞당겨,"인천지역의 대표적인 축제로 자리잡은 ‘부평풍물축제’의 개최일이 올해부터 10월 초에서 5월 말로 변경됐다. 인천 부평구와 부평풍물축제위원회는 부평풍물축제를 5월 29일부터 6월 1일까지 4일 동안 열기로 했다고 5일 밝혔다. 축제위원회는 5월 29일과 30일 각종 공연과 경연대회를, 31일부터 6월 1일까지...",2003-03-05 00:00:00
2003,3,예술의전당 '교향악 축제' 20일 개막,"예술의전당 음악당의 봄 시즌 개막을 알리는 '2003 교향악 축제'가 20일부터 30일까지 열흘간(25일 공연 없음) 예술의전당 콘서트홀에서 펼쳐진다.... ▲29일 = 인천시향(지휘 금노상). 박종화. 베토벤「'피델리오' 서곡」, 베토벤「피아노 협주곡 3번」, 베토벤「교향곡 3번 '영웅'」. ▲30일 = 부천시향(지휘...",2003-03-06 00:00:00
2003,3,[테마기행] 타이완 최대핑시 천등제,"이 때문에 축제 관계자들은 축제일을 전 후로 초긴장 상태에 돌입한다. 주요 도로를 폐쇄하고 길 양편으로 소 방차와 구급차를 대기시켜 만일의 사태에 대비한다. ◇교통＝인천~타이베이간 정기편으로 캐세이패시픽항공, 타이항공이 매일 직항 운항하며 국적항공사로는 대한항공, 아시아나항공이 주7회 직항...",2003-03-09 00:00:00
2003,3,[CEO가 만난 모교총장] 두재균 <전북대 총장>- 심영섭 <사장>,국제발효식품축제와 발효관련 학술대회를 열어 비즈니스와 BT(생명과학)분야를 특성화할 생각입니다. <>심 사장=건설업은 이전처럼 하드웨어에 치중하기보다 첨단기술력을 바탕으 로 하는 지식산업으로 발전하고 있죠.이에 따라 대학과의 공동협력도 많아지고 있습니다. 우림건설도 최근 인천에 건설예정인...,2003-03-09 00:00:00
2003,3,"[띵 하오! 하이난 다오] ""南國의 무릉도원""",섬 전체가 야자수로 뒤덮여 있어 야도(椰島)라는 별칭으로도 불리며 매년 4월 국제야자축제가 이곳에서 열린다. 골프 여행지로 우리에게 친숙해진... 인천공항에서 출발해 도착하는 데 걸리는 시간은 4시간 40분(서울로 돌아올 때는 4시간) 정도.동남아시아의 다른 신혼 여행지에 비해 상대적으로 비행시간도적게...,2003-03-10 00:00:00
2003,3,[일본 오카야마현 기행] 빼어난 경관… ‘日本의 그리스’,"온난한 기후로 인해 일본의 그리스로 불리는 오카야마현은 인천공항에서 1시간30분 거리로 한국과 오랜 인연을 맺은 곳이기도 하다. 특히 우시마도는 한... 낮에는 아름다운 경치 속에서 평온함을,밤에는 음악이 흐르는 가운데 축제 분위기에 젖어 들도록 꾸며져 있다. ‘일본속의 코펜하겐’으로도 불리는...",2003-03-11 00:00:00
2003,4,[수도권 가볼만한 벚꽃 명소] 도심에서 들어봐요 ‘봄의 花音’,"첫날엔 고적대 퍼레이드와 사물놀이 공연으로 축제 시작을 알리고,둘쨋날엔 도립예술단의 목관·현악앙상블과 금관앙상블팀이 감미로운 봄의 선율을 선사한다. 6일 성악가 김인혜,박세원씨와 협연으로 열리는 수원여성합창단의 공연과 도립팝스오케스트라의 연주회도 볼거리(031-249-4015). △인천 대공원...",2003-04-01 00:00:00
2003,4,"[동정] ""제재소에서 국내 1위 목재기업으로""",회사가 좋아지자 승 사장은 바로 퇴직자 들을 다시 불러들였다. 직원들과 늘 함께한다는 생각에서 동화기업은 창립기념 행사를 4일 인천실내체육관을 빌려 직원 750명과 함께 축구 등 각종 운동경기를 함께 즐기는 한마음 대축제로 벌일 예정이다.,2003-04-01 00:00:00
2003,4,[크리스천 플라자] 현인섭 목사(인천 성민교회 담임) 外,"▲현인섭 목사(인천 성민교회 담임)=최근 감리교 중부연회 부흥단의 제25대 단장으로 취임했다. 현목사는 지역연합과 교회 성장,일치에 앞장설 것을... ▲조봉희 목사(지구촌교회)=13∼15일 서울 신정7동 지구촌교회에서 ‘지구촌 전도축제’를 연다. 강사는 할렐루야교회 김상복 목사가 맡았다. ▲테너...",2003-04-02 00:00:00
2003,4,［배드민턴］셔틀콕잔치 8일 팡파르,"아시아의 관문 인천에서 ‘셔틀콕의 봄 축제’가 열린다. 올해로 12년째를 맞아 권위를 쌓아가고 있는 2003 눈높이 코리아오픈국제배드민턴선수권이 오는 8일 인천시립체육관에서 막을 올려 6일간 열전을 벌인다. 세계 23개국, 275명이 참가하는 이번 대회에는 총상금 20만달러를 놓고 중국·인도네시아·덴마크...",2003-04-02 00:00:00
2003,4,오순절 신앙 '기독교 하나님의 성회' 창립 50주년,"또 28∼30일 경기 파주시 오산리 최자실기념금식기도원에서 ‘교역자중역대회’ ‘신학교 동문초청 오순절 축제’도 마련된다. 이밖에 5월 4∼8일 청소년대회(순복음인천교회), 5월7일 교사대회(서울순복음교회), 5월 14일 평신도지도자대회(여의도순복음교회)도 열린다. 02-753-7501∼3",2003-04-04 00:00:00
2003,4,연휴전날 고속도 곳곳 정체,"또 중부선 남이방향 남이분기점 부근과 모가정류장 부근 3㎞구간, 호법 2㎞구 간, 영동선 인천방향 군자요금소~서창, 여주휴게소~이천, 서창분기점~안산... 한편 서울 도심에서는 종로 일대 반전집회와 여의도 벚꽃축제 등에 인파가 몰리면서 올림픽대로 동작대교, 동호대교 구간 등에서 지체현상을 보이는...",2003-04-04 00:00:00
2003,4,봄나들이 길목마다 벚꽃들 ‘하얀 손짓’,"및 사생대회, 산수유 묘목판매전, 인절미 및 순두부 만들기 등 각종 행사가 펼쳐진다. ◇인천대공원=12∼20일 벚꽃축제를 연다. 인천대공원내 인공호수에서 후문까지 1.5㎞ 도로변에 심어진 벚나무 660그루와 진달래 1,800그루, 개나리 5,000그루가 축제를 전후해 만개해 장관을 이룰 것으로 보인다. 〈경태영·〉",2003-04-04 00:00:00
2003,4,강화도 `역사체험 도시`로,"인천시가 강화도를 우리나라를 대표하는 역사문화 체험형 박물관 도시로 육성한다. 시는 오는 2012년까지 강화군 강화읍 일대 75만여평에 고도(古都 )... 또 2단계로 2006년부터 2008년까지 ▲강 화산성 복원 ▲고려궁지 발굴 조사 ▲고인돌 문화축제 활성화 ▲ 화문석, 인삼, 순무등에 대한 특산물 인증제...",2003-04-05 00:00:00
2003,4,코리아오픈 배드민턴 8일 인천서 개막,10년만에 세계 정상을 탈환한 한국 `셔틀콕'이 동북아시아의 관문 인천에서 화려한 봄 축제를 펼친다. 올 해로 12회째를 맞은 2003대교눈높이코리아오픈 국제배드민턴선수권대회(총상금 20만달러)가 8일부터 13일까지 인천도원시립체육관에서 23개국의 선수와 임원 450여명이 참가한 가운데 6일동안 '셔틀콕의...,2003-04-06 00:00:00
2003,4,세미나 및 부흥회 안내,"◆세미나 제1회 전도왕축제세미나=7∼8일 서울잠실동교회,14∼15일 부산영도중앙교회,17∼18일 여수성광교회에서 각교회 전도왕 고남규 허경화... ◆부흥회 오관석 서울중앙침례교회 담임목사=7∼9일 충청북도 원주동 제천침례교회‘아홉 찾기 전도 성회’ 인도(043-646-4374).조나단 인천창대교회...",2003-04-06 00:00:00
2003,5,[가정의 달 선물] 선물 고르고 이벤트 즐기고…,본점 잠실 영등포 분당 관악 강남 인천점에서는 8일까지 '유명골프 선물상품 대축제'를 열어 울시 슈페리어 레노마 로베르따 엘로드 등 유명 골프웨어 봄ㆍ여름 이월상품을 40~50% 싸게 판다. 어린이날 이벤트로 영등포점은 3~5일 테마 동물원을 운영하고 8일에 는 어머니 열창 가요제를 연다. 11일...,2003-05-01 00:00:00
2003,5,[주요백화점 가정의 달 행사- 롯데백화점] 유명상표 염가 판매…,"지난 1일부터 본점 및 수도권 전점에서 ‘어린이날 선물 대축제’및 ‘효도 선물 상품전’ 등 다양한 마케팅을 펼치고 있다. 전점에서 어린이날을... 본점을 비롯 잠실,영등포,청량리,관악,분당,일산,강남,인천,노원점에서 ‘니트,실버 효도선물 상품전 ’을 8일까지 진행한다. 까르뜨니트, 정호진...",2003-05-01 00:00:00
2003,5,[독자칼럼]서기남/불 좀 꺼주세요,그러나 지금까지도 축제를 하듯 시내 곳곳의 가로등을 밤새도록 대낮같이 환히 켜두고 있는 이유를 알 수가 없다. 필자는 최근 사업상 서울 강남 일대를 비롯해 인천국제공항 등을 다니며 길거리의 가로등을 살펴보았다. 가로등 수도 많을뿐더러 조명도 무척 밝았다. 또한 도로변에 설치된 가로등은 상단과 중간에...,2003-05-01 00:00:00
2003,5,"[인천/경기]""엄마 아빠 손잡고 신나는 하루"" 이벤트 풍성","▽인천=인천시는 5일 오전 10시부터 남동구 장수동 인천대공원에서 ‘어린이와 함께 하는 가족사랑 대축제’를 연다. 인천 출신 개그맨 이혁재의 사회로 베이비복스 등 인기가수를 초청해 축하공연을 갖는다. 이어 그림그리기대회, 경찰악대 퍼레이드, 특공무술 등 16개 행사가 펼쳐진다. 문학경기장에서는...",2003-05-01 00:00:00
2003,5,‘어린이날’ 다채로운 볼거리 풍성,"◇ ‘칙칙폭폭 기차와 함께하는 환경축제’=의왕지역 11개 시민·사회단체는 5일오전 10시 경부선 부곡역 철도박물관과 의왕시 자연학습공원에서 철도환경축제를연다. (031)462-4005. ◇ ‘어깨동무 내 동무’=‘좋은 어린이집을 만들기 위한 인천시민협동조합’ 등인천 30여개 단체와 병원, 약국등이...",2003-05-02 00:00:00
2003,5,<전국이 동심으로 가득찬 어린이날>(전국종합),"지역 축제 현장에도 가족 단위 행락객들이 몰려 하루 종일 북새통을 이뤘다. 한편 오후 들어 귀갓길에 오른 행락차량들이 몰리면서 오후 3시 현재 경부고속도로 서울방향 천안-안성(36㎞) 및 비룡-청원(25㎞), 중부고속도로 하남방향 음성-모가(25㎞), 영동고속도로 인천방향 원주-호법(63㎞), 서해안고속도로...",2003-05-05 00:00:00
2003,5,30일부터 인천해양축제,"제1회 인천해양축제가 오는 30일부터 다음달 1일까지 인천항과 월미도 등에서 열린다. 인천시는 해양수산부와 공동으로 행사 첫날인 30일 오전 11시 인천항 5부두에서 바다의날 기념식을 자고 시립무용단 축하공연과, 치어방류 등의 행사를 갖는다. 31일에는 월미도 친수공간 낚시대회를 비롯해...",2003-05-05 00:00:00
2003,5,<전국 주요신문 톱뉴스>(5월6일자 조간),"후보군 ""물밑다툼' ▲인천일보(인천) = 송도 미사일기지 이전 파행 거듭 공무원 줄징계 예고 파문 ▲무등일보(광주) = ""광주.전남 산업 경쟁력 강화 인적자원 개발 인프라 절실"" ▲전남일보(광주) = 황금연휴 축제물결 넘실 ▲대전매일(대전) = 대전엑스포 국제전시구역 개발 백지화 위기 ▲충청매일(대전)...",2003-05-06 00:00:00
2003,5,[가정의달 눈에띄는 선물] 백화점 이벤트,"또 고객 서비스 행사로 신세계 백화점 전점에서 15일까지 기프트 무료 포장 데스크를 별도로 운영하고 본점, 강남점, 영등포점, 미아점, 인천점 등... ◇현대백화점= 현대백화점은 가정의 달을 맞아 SBS TV 만화영화 '올림포스 가디언'과 함께하는 축제와 상품권 사은행사 및 온라인 경품 행사, 무료 택배...",2003-05-07 00:00:00
2003,5,마산국제연극제 17일 개막,"비롯해 인천극단 돌체가 21일 '고도를 기다리는 광대', 광주극단 Y가 23일 '이런 노래'를 각각 공연한다. 또 진해극단 고도가 '잃어버린 것을 찾아서', 대전극단 금강이 '파티', 충북 시민극장이 '공터'를 각각 선보인다. 이밖에 '연극축제와 대학극의 역할'이란 주제로한 심포지엄을 비롯해 어린이 연극...",2003-05-09 00:00:00
2003,6,<케이블ㆍ위성TV 다양한 6월 특집>,"음악채널 mㆍnet는 3일 오후 7시 30분 인천 갈산역 특설무대에서 `부평풍물대축제'의 전야제로 특집「ShowKing m」 공개녹화 무대를 마련한다. 보아, 옥주현, 임창정, 김민종, 차태현, NRG, 이적, 김진표, 드렁큰 타이거 등 인기가수 20여 팀이 출연한다. 선착순으로 무료 입장이 가능하며 6일 밤 10시에...",2003-06-01 00:00:00
2003,6,[표][종합 캘린더] 6월 2일 ~ 6월 8일,"<6월 2일 월요일> ■금융ㆍ증권■ ◇유상납입일＝*아이빌소프트 ◇유상청약＝*유펄스 ■부동산■ ◇3차 인천동시분양 당첨자 발표... 감사축제 (031)779－3300 ■정치ㆍ외교■ ◇국무총리, 필리핀 대통령 내외 만찬(오후 6시, 청와대) ■사회ㆍ문화■ ◇해양부, 하수원 해양배출 평가체제...",2003-06-01 00:00:00
2003,6,월드컵 1주년 기념 경축음악회,"2002년 한일 월드컵 1주년을 기념하는 인기가수들의 경축 음악회가 오는 14일 오후 8시 인천 문학경기장내 특설 무대에서 열린다. 핑클의 옥주현... 또한 행사 기간 중 문학경기장 주변에서는 월드컵 사진전, 세계민속 예술제, 무형문화재 공연, 풍선 축제 등 다채로운 문화행사도 열린다 그밖에도...",2003-06-02 00:00:00
2003,6,［수도권 사람들］인천실버악단,축제무대를 이끈 주인공들은 지난 1월 창단한 ‘인천실버악단’. 구성원들은 50~70대의 할아버지들이다. 육군 군악대 출신이며 KBS ‘가요무대’ 고문인 김점도씨(68)를 중심으로 왕년의 밤무대나 군악대 등에서 이름만 대면 다 아는 노년의 연주자들로 이뤄졌다. 공군 군악대에서 40여년을 테너 섹스폰과 함께...,2003-06-02 00:00:00
2003,6,[인천/경기]인천市 12일부터 문학경기장 등서 기념축제,“월드컵의 감동을 다시 한번….” 지난해 열린 2002 한일(韓日) 월드컵의 성공적인 개최를 기념하는 ‘포스트 월드컵 문화축전’이 인천지역... 또 14일은 낮 12시부터 문학경기장에서 △무형문화재 공연 △청소년 문화축제 △인기가수 초청 경축음악회 등이 열린다. 축제 마지막 날인 15일에는...,2003-06-03 00:00:00
2003,6,[전문6]경제정책 중장기 비전과 전략,"광양)과 세계 3위 수준의 국제공항(인천)으로 발전 ㅇ 과학기술 육성, R&D를 접목한 산업의 첨단화.고부가가치화로 동북아 첨단산업 중심으로 발전 ㅇ... 관광 자원 개발을 통한 자립적 지역경제 기반 구축 ㅇ 지역의 독특한 관광자원개발을 통한 자립화 기반구축 ㅇ 지역축제 등 특성화된 지역문화자원 개발...",2003-06-04 00:00:00
2003,6,붉은악마! 모여라 문학경기장,"한·일 월드컵 1주년을 기념하는 경축음악회가 오는 14일 오후 8시 인천 문학경기장내 특설무대에서 열린다. 핑클의 옥주현을 비롯해 자두, 캔, 심태윤... 또 행사기간 중 문학경기장 주변에서는 월드컵 사진전, 세계민속 예술제, 무형문화재 공연, 풍선 축제, 어린이 사생대회, 청소년 문화축전, 한마음...",2003-06-04 00:00:00
2003,6,"美 올림픽영웅 새미 리, 평창 유치지원차 한국방문",새미 리 박사와 이경원씨는 오는 8일 인천공항에 도착해 평창과 강릉 등을 둘러보고 동계올림픽 꿈나무들과 대화를 갖는 등 1주일간의 일정을 보낼... 새미 리와 이경원씨는 올 해 1월 미주한인 이민 100주년의 영웅으로 선정돼 미국 최대 신년축제인 '로즈 퍼레이드' 에서 박찬호(텍사스) 등 7명과 함께...,2003-06-06 00:00:00
2003,6,인천대공원 장미꽃 축제,"인천대공원은 8일부터 15일까지 공원내 장미공원에서 ‘장미꽃 축제’를 개최한다. 1,100여평의 장미공원에는 ‘레이디메이양’ 등 65종 7,800여본(5만5천여 송이)의 장미가 전시돼 있으며 2,666그루의 가로수로 이뤄진 길이 2.5㎞의 터널도 설치돼 있다. (032－440－6533) 부천시 도당산에 위치한...",2003-06-07 00:00:00
2003,6,[한국의 도시를 바꾸자] 인천 연수2동 모범사례,"지난 99년 설립된 인천시 연수구 연수2동 주민자치센터는 하루 200명 등월 평균 6,000여명이 이용하고 있을 정도로 활발한 활동을 벌이고 있다. 연수2동... 또 마을축제인 '솔안말(소나무가 많은 마을을 의미)'을 개최하며 공동체문화 복원에도 앞장서고 있다. 축제에서는 주민들의 장기자랑이나 체육대회 뿐만...",2003-06-11 00:00:00
2003,7,‘한국의 소리’세계에 울린다…천웅 앙상블,"올해도 어김없이 프랑스 아비뇽 축제, 이탈리아의 카스텔 포르테와 나르니 축제에 초청을 받았다. 약 30명의 단원들은 4일 출국을 앞두고 있다. 출국이... 서해무용단은 인천 신세계 문화센터에서 한국무용을 공부한 아주머니들로 이루어진 무용단이다. 문화센터에서 오랫동안 함께 춤을 배우면서 안면을 익힌...",2003-07-02 00:00:00
2003,7,[여행] 일상을 떠난 공간 낯선 체험이 즐겁다,"인천광역시 옹진에 있는 장봉도는 해산물이 풍부해, 갯벌체험을 하기에 안성맞춤이다. 완만한 경사의 백사장과 소나무가 울창한 옹암해수욕장도 있어... 문의, 울진군 문화관광과 054-785-6393 ▲역사ㆍ축제ㆍ열차ㆍ레포츠, 테마를 잡아라=봄과 가을만이 축제의 계절이 아니다. 휴가철에도 여름에 즐겨야 제...",2003-07-03 00:00:00
2003,7,"[이정현의 테마여행]초원 사막 칭기즈칸의 나라, 몽골","인천에서 울란바토르까지 대한항공(주 2회 월 목 02-2656-2000,www.koreanair.co.kr)과 몽골항공(주 6회 02-756-9761,www.miat.com)이 운항하며 소요시간은 약 3시간 반.... ○기타 정보 매년 7월 11∼13일 몽골 최대의 축제인 나담축제가 열린다. 이 축제는 사회주의 혁명이 달성된 1921년 7월 11일을 기념하기 위해 시작됐다....",2003-07-03 00:00:00
